更新日期,#genre#
CCTV6,http://183.11.239.36:808/hls/94/index.m3u8$IPV4•线路2
CCTV6,http://120.76.248.139/live/bfgd/4200000065.m3u8$IPV4•线路3
CCTV6,http://124.128.73.58:9901/tsfile/live/0006_1.m3u8$IPV4•线路4
CCTV6,https://piccpndali.v.myalicdn.com/audio/cctv6_2.m3u8$IPV4•线路5
CCTV6,http://58.57.40.22:9901/tsfile/live/1006_1.m3u8$IPV4•线路6
CCTV6,http://183.11.239.36:808/hls/94/index.m3u8$IPV4•线路7
CCTV6,http://120.76.248.139/live/bfgd/4200000065.m3u8$IPV4•线路8
CCTV6,http://124.128.73.58:9901/tsfile/live/0006_1.m3u8$IPV4•线路9
CCTV6,https://piccpndali.v.myalicdn.com/audio/cctv6_2.m3u8$IPV4•线路10
CCTV6,http://fm1077.serv00.net/Smart.php?id=cctv6$IPV4•线路11
CCTV6,http://fm1077.serv00.net/Smart.php?id=cctv6$IPV4•线路12
CCTV7,http://8.138.7.223/tv/cctv7.m3u8$IPV4•线路1
CCTV7,http://8.138.7.223/【公众号：榴芒电视】/cctv7.m3u8$IPV4•线路2
CCTV7,http://183.11.239.36:808/hls/25/index.m3u8$IPV4•线路3
CCTV7,http://120.76.248.139/live/bfgd/4200000127.m3u8$IPV4•线路4
CCTV7,http://8.138.7.223/tv/cctv7.m3u8$IPV4•线路5
CCTV7,http://8.138.7.223/【公众号：榴芒电视】/cctv7.m3u8$IPV4•线路6
CCTV7,http://183.11.239.36:808/hls/25/index.m3u8$IPV4•线路7
CCTV7,http://120.76.248.139/live/bfgd/4200000127.m3u8$IPV4•线路8
CCTV7,http://fm1077.serv00.net/Smart.php?id=cctv7$IPV4•线路9
CCTV8,http://58.57.40.22:9901/tsfile/live/1008_1.m3u8$IPV4•线路1
CCTV8,http://gmxw.7766.org:808/hls/96/index.m3u8$IPV4•线路2
CCTV8,http://183.11.239.36:808/hls/96/index.m3u8$IPV4•线路3
CCTV8,http://58.57.40.22:9901/tsfile/live/1008_1.m3u8$IPV4•线路4
CCTV8,http://gmxw.7766.org:808/hls/96/index.m3u8$IPV4•线路5
CCTV8,http://183.11.239.36:808/hls/96/index.m3u8$IPV4•线路6
CCTV8,http://fm1077.serv00.net/Smart.php?id=cctv8hd$IPV4•线路7
CCTV9,http://39.164.160.249:9901/tsfile/live/0009_1.m3u8$IPV4•线路1
CCTV9,http://58.57.40.22:9901/tsfile/live/1009_1.m3u8$IPV4•线路2
CCTV9,http://183.11.239.36:808/hls/27/index.m3u8$IPV4•线路3
CCTV9,http://120.76.248.139/live/bfgd/4200000128.m3u8$IPV4•线路4
CCTV9,https://piccpndali.v.myalicdn.com/audio/cctv9_2.m3u8$IPV4•线路5
CCTV9,http://39.164.160.249:9901/tsfile/live/0009_1.m3u8$IPV4•线路6
CCTV9,http://58.57.40.22:9901/tsfile/live/1009_1.m3u8$IPV4•线路7
CCTV9,http://183.11.239.36:808/hls/27/index.m3u8$IPV4•线路8
CCTV9,http://120.76.248.139/live/bfgd/4200000128.m3u8$IPV4•线路9
CCTV9,https://piccpndali.v.myalicdn.com/audio/cctv9_2.m3u8$IPV4•线路10
CCTV9,http://fm1077.serv00.net/Smart.php?id=cctv9hd$IPV4•线路11
CCTV10,http://58.57.40.22:9901/tsfile/live/1010_1.m3u8$IPV4•线路1
CCTV10,http://39.164.160.249:9901/tsfile/live/0010_1.m3u8$IPV4•线路2
CCTV10,http://183.11.239.36:808/hls/28/index.m3u8$IPV4•线路3
CCTV10,http://120.76.248.139/live/bfgd/4200000129.m3u8$IPV4•线路4
CCTV10,https://piccpndali.v.myalicdn.com/audio/cctv10_2.m3u8$IPV4•线路5
CCTV10,http://58.57.40.22:9901/tsfile/live/1010_1.m3u8$IPV4•线路6
CCTV10,http://39.164.160.249:9901/tsfile/live/0010_1.m3u8$IPV4•线路7
CCTV10,http://183.11.239.36:808/hls/28/index.m3u8$IPV4•线路8
CCTV10,http://120.76.248.139/live/bfgd/4200000129.m3u8$IPV4•线路9
CCTV10,https://piccpndali.v.myalicdn.com/audio/cctv10_2.m3u8$IPV4•线路10
CCTV10,http://fm1077.serv00.net/Smart.php?id=cctv10hd$IPV4•线路11
CCTV11,http://39.164.160.249:9901/tsfile/live/0011_1.m3u8$IPV4•线路1
CCTV11,http://58.57.40.22:9901/tsfile/live/1011_1.m3u8$IPV4•线路2
CCTV11,http://183.11.239.36:808/hls/29/index.m3u8$IPV4•线路3
CCTV11,http://120.76.248.139/live/bfgd/4200000130.m3u8$IPV4•线路4
CCTV11,https://piccpndali.v.myalicdn.com/audio/cctv11_2.m3u8$IPV4•线路5
CCTV11,http://39.164.160.249:9901/tsfile/live/0011_1.m3u8$IPV4•线路6
CCTV11,http://58.57.40.22:9901/tsfile/live/1011_1.m3u8$IPV4•线路7
CCTV11,http://183.11.239.36:808/hls/29/index.m3u8$IPV4•线路8
CCTV11,http://120.76.248.139/live/bfgd/4200000130.m3u8$IPV4•线路9
CCTV11,https://piccpndali.v.myalicdn.com/audio/cctv11_2.m3u8$IPV4•线路10
CCTV11,http://fm1077.serv00.net/Smart.php?id=cctv11$IPV4•线路11
CCTV12,http://39.164.160.249:9901/tsfile/live/0012_1.m3u8$IPV4•线路1
CCTV12,http://58.57.40.22:9901/tsfile/live/1012_1.m3u8$IPV4•线路2
CCTV12,http://183.11.239.36:808/hls/30/index.m3u8$IPV4•线路3
CCTV12,http://120.76.248.139/live/bfgd/4200000131.m3u8$IPV4•线路4
CCTV12,http://112.46.85.60:8009/hls/507/index.m3u8$IPV4•线路5
CCTV12,http://39.164.160.249:9901/tsfile/live/0012_1.m3u8$IPV4•线路6
CCTV12,http://58.57.40.22:9901/tsfile/live/1012_1.m3u8$IPV4•线路7
CCTV12,http://183.11.239.36:808/hls/30/index.m3u8$IPV4•线路8
CCTV12,http://120.76.248.139/live/bfgd/4200000131.m3u8$IPV4•线路9
CCTV12,http://112.46.85.60:8009/hls/507/index.m3u8$IPV4•线路10
CCTV12,http://fm1077.serv00.net/Smart.php?id=cctv12$IPV4•线路11
CCTV13,http://39.164.160.249:9901/tsfile/live/0013_1.m3u8$IPV4•线路1
CCTV13,http://58.57.40.22:9901/tsfile/live/1013_1.m3u8$IPV4•线路2
CCTV13,https://event.pull.hebtv.com/jishi/cp1.m3u8$IPV4•线路3
CCTV13,http://ali-m-l.cztv.com/channels/lantian/channel21/1080p.m3u8$IPV4•线路4
CCTV13,http://jwplay.hebyun.com.cn/live/cctv13/1500k/tzwj_video.m3u8$IPV4•线路5
CCTV13,http://39.164.160.249:9901/tsfile/live/0013_1.m3u8$IPV4•线路6
CCTV13,http://58.57.40.22:9901/tsfile/live/1013_1.m3u8$IPV4•线路7
CCTV13,https://event.pull.hebtv.com/jishi/cp1.m3u8$IPV4•线路8
CCTV13,http://ali-m-l.cztv.com/channels/lantian/channel21/1080p.m3u8$IPV4•线路9
CCTV13,http://jwplay.hebyun.com.cn/live/cctv13/1500k/tzwj_video.m3u8$IPV4•线路10
CCTV13,http://fm1077.serv00.net/Smart.php?id=cctv13$IPV4•线路11
CCTV14,http://39.164.160.249:9901/tsfile/live/0014_1.m3u8$IPV4•线路1
CCTV14,http://58.57.40.22:9901/tsfile/live/1014_1.m3u8$IPV4•线路2
CCTV14,https://event.pull.hebtv.com/jishi/cp2.m3u8$IPV4•线路3
CCTV14,http://1.24.190.98:10080/hls/14/index.m3u8$IPV4•线路4
CCTV14,http://120.76.248.139/live/bfgd/4200000132.m3u8$IPV4•线路5
CCTV14,http://39.164.160.249:9901/tsfile/live/0014_1.m3u8$IPV4•线路6
CCTV14,http://58.57.40.22:9901/tsfile/live/1014_1.m3u8$IPV4•线路7
CCTV14,https://event.pull.hebtv.com/jishi/cp2.m3u8$IPV4•线路8
CCTV14,http://1.24.190.98:10080/hls/14/index.m3u8$IPV4•线路9
CCTV14,http://120.76.248.139/live/bfgd/4200000132.m3u8$IPV4•线路10
CCTV14,http://fm1077.serv00.net/Smart.php?id=cctv14$IPV4•线路11
CCTV15,http://39.164.160.249:9901/tsfile/live/0015_1.m3u8$IPV4•线路1
CCTV15,http://58.57.40.22:9901/tsfile/live/1015_1.m3u8$IPV4•线路2
CCTV15,http://gmxw.7766.org:808/hls/102/index.m3u8$IPV4•线路3
CCTV15,http://222.134.245.16:9901/tsfile/live/0015_1.m3u8$IPV4•线路4
CCTV15,http://183.11.239.36:808/hls/102/index.m3u8$IPV4•线路5
CCTV15,http://39.164.160.249:9901/tsfile/live/0015_1.m3u8$IPV4•线路6
CCTV15,http://58.57.40.22:9901/tsfile/live/1015_1.m3u8$IPV4•线路7
CCTV15,http://gmxw.7766.org:808/hls/102/index.m3u8$IPV4•线路8
CCTV15,http://222.134.245.16:9901/tsfile/live/0015_1.m3u8$IPV4•线路9
CCTV15,http://183.11.239.36:808/hls/102/index.m3u8$IPV4•线路10
CCTV15,http://fm1077.serv00.net/Smart.php?id=cctv15$IPV4•线路11
CCTV16,http://gmxw.7766.org:808/hls/169/index.m3u8$IPV4•线路1
CCTV16,http://183.11.239.36:808/hls/169/index.m3u8$IPV4•线路2
CCTV16,https://piccpndali.v.myalicdn.com/audio/cctv16_2.m3u8$IPV4•线路3
CCTV16,http://gmxw.7766.org:808/hls/169/index.m3u8$IPV4•线路4
CCTV16,http://183.11.239.36:808/hls/169/index.m3u8$IPV4•线路5
CCTV16,https://piccpndali.v.myalicdn.com/audio/cctv16_2.m3u8$IPV4•线路6
CCTV16,http://fm1077.serv00.net/Smart.php?id=cctv16$IPV4•线路7
CCTV17,http://58.57.40.22:9901/tsfile/live/0019_1.m3u8$IPV4•线路1
CCTV17,http://120.238.94.10:9901/tsfile/live/1048_1.m3u8$IPV4•线路2
CCTV17,http://183.11.239.36:808/hls/35/index.m3u8$IPV4•线路3
CCTV17,http://120.76.248.139/live/bfgd/4200000204.m3u8$IPV4•线路4
CCTV17,http://222.169.85.8:9901/tsfile/live/0007_1.m3u8$IPV4•线路5
CCTV17,http://58.57.40.22:9901/tsfile/live/0019_1.m3u8$IPV4•线路6
CCTV17,http://120.238.94.10:9901/tsfile/live/1048_1.m3u8$IPV4•线路7
CCTV17,http://183.11.239.36:808/hls/35/index.m3u8$IPV4•线路8
CCTV17,http://120.76.248.139/live/bfgd/4200000204.m3u8$IPV4•线路9
CCTV17,http://222.169.85.8:9901/tsfile/live/0007_1.m3u8$IPV4•线路10
CCTV17,http://fm1077.serv00.net/Smart.php?id=cctv17$IPV4•线路11
CCTV4K,rtp://239.3.1.245:2000$IPV4
卫视频道,#genre#
山东卫视,http://39.164.160.249:9901/tsfile/live/0131_1.m3u8$IPV4•线路1
山东卫视,http://223.105.252.8/PLTV/4/224/3221227448/index.m3u8$IPV4•线路2
山东卫视,http://183.11.239.36:808/hls/43/index.m3u8$IPV4•线路3
山东卫视,http://120.76.248.139/live/bfgd/4200000099.m3u8$IPV4•线路4
山东卫视,http://124.128.73.58:9901/tsfile/live/0107_1.m3u8$IPV4•线路5
山东卫视,http://39.164.160.249:9901/tsfile/live/0131_1.m3u8$IPV4•线路6
山东卫视,http://223.105.252.8/PLTV/4/224/3221227448/index.m3u8$IPV4•线路7
山东卫视,http://183.11.239.36:808/hls/43/index.m3u8$IPV4•线路8
山东卫视,http://120.76.248.139/live/bfgd/4200000099.m3u8$IPV4•线路9
山东卫视,http://124.128.73.58:9901/tsfile/live/0107_1.m3u8$IPV4•线路10
山东卫视,rtp://239.3.1.144:3005$IPV4•线路11
湖南卫视,http://39.164.160.249:9901/tsfile/live/0128_1.m3u8$IPV4•线路1
湖南卫视,http://58.57.40.22:9901/tsfile/live/1028_1.m3u8$IPV4•线路2
湖南卫视,http://satellitepull.cnr.cn/live/wx32hunws/playlist.m3u8$IPV4•线路3
湖南卫视,http://antvlive.ab5c6921.cdnviet.com/antv/playlist.m3u8$IPV4•线路4
湖南卫视,http://124.116.183.146:9901/tsfile/live/0128_1.m3u8$IPV4•线路5
湖南卫视,http://39.164.160.249:9901/tsfile/live/0128_1.m3u8$IPV4•线路6
湖南卫视,http://58.57.40.22:9901/tsfile/live/1028_1.m3u8$IPV4•线路7
湖南卫视,http://satellitepull.cnr.cn/live/wx32hunws/playlist.m3u8$IPV4•线路8
湖南卫视,http://antvlive.ab5c6921.cdnviet.com/antv/playlist.m3u8$IPV4•线路9
湖南卫视,http://124.116.183.146:9901/tsfile/live/0128_1.m3u8$IPV4•线路10
湖南卫视,rtp://239.3.1.112:3002$IPV4•线路11
浙江卫视,http://223.105.252.8/PLTV/4/224/3221228147/index.m3u8$IPV4•线路1
浙江卫视,http://58.57.40.22:9901/tsfile/live/1029_1.m3u8$IPV4•线路2
浙江卫视,https://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8$IPV4•线路3
浙江卫视,http://l.cztvcloud.com/channels/lantian/SXpinghu3/720p.m3u8$IPV4•线路4
浙江卫视,http://ali-vl.cztv.com/channels/lantian/channel001/360p.m3u8$IPV4•线路5
浙江卫视,http://223.105.252.8/PLTV/4/224/3221228147/index.m3u8$IPV4•线路6
浙江卫视,http://58.57.40.22:9901/tsfile/live/1029_1.m3u8$IPV4•线路7
浙江卫视,https://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8$IPV4•线路8
浙江卫视,http://l.cztvcloud.com/channels/lantian/SXpinghu3/720p.m3u8$IPV4•线路9
浙江卫视,http://ali-vl.cztv.com/channels/lantian/channel001/360p.m3u8$IPV4•线路10
浙江卫视,rtp://239.3.1.114:3004$IPV4•线路11
东方卫视,http://39.164.160.249:9901/tsfile/live/0107_1.m3u8$IPV4•线路1
东方卫视,http://223.105.252.8/PLTV/4/224/3221228150/index.m3u8$IPV4•线路2
东方卫视,http://58.57.40.22:9901/tsfile/live/1030_1.m3u8$IPV4•线路3
东方卫视,http://36.32.174.67:60080/newlive/live/hls/24/live.m3u8$IPV4•线路4
东方卫视,http://124.116.183.146:9901/tsfile/live/0107_1.m3u8$IPV4•线路5
东方卫视,http://39.164.160.249:9901/tsfile/live/0107_1.m3u8$IPV4•线路6
东方卫视,http://223.105.252.8/PLTV/4/224/3221228150/index.m3u8$IPV4•线路7
东方卫视,http://58.57.40.22:9901/tsfile/live/1030_1.m3u8$IPV4•线路8
东方卫视,http://36.32.174.67:60080/newlive/live/hls/24/live.m3u8$IPV4•线路9
东方卫视,http://124.116.183.146:9901/tsfile/live/0107_1.m3u8$IPV4•线路10
东方卫视,http://39.164.160.249:9901/tsfile/live/0107_1.m3u8$IPV4•线路11
东方卫视,http://223.105.252.8/PLTV/4/224/3221228150/index.m3u8$IPV4•线路12
东方卫视,http://58.57.40.22:9901/tsfile/live/1030_1.m3u8$IPV4•线路13
东方卫视,http://36.32.174.67:60080/newlive/live/hls/24/live.m3u8$IPV4•线路14
东方卫视,http://124.116.183.146:9901/tsfile/live/0107_1.m3u8$IPV4•线路15
东方卫视,http://39.164.160.249:9901/tsfile/live/0107_1.m3u8$IPV4•线路16
东方卫视,http://223.105.252.8/PLTV/4/224/3221228150/index.m3u8$IPV4•线路17
东方卫视,http://58.57.40.22:9901/tsfile/live/1030_1.m3u8$IPV4•线路18
东方卫视,http://36.32.174.67:60080/newlive/live/hls/24/live.m3u8$IPV4•线路19
东方卫视,http://124.116.183.146:9901/tsfile/live/0107_1.m3u8$IPV4•线路20
东方卫视,rtp://239.3.1.119:3006$IPV4•线路21
北京卫视,http://39.164.160.249:9901/tsfile/live/0122_1.m3u8$IPV4•线路1
北京卫视,http://223.105.252.8/PLTV/4/224/3221228115/index.m3u8$IPV4•线路2
北京卫视,http://58.57.40.22:9901/tsfile/live/1032_1.m3u8$IPV4•线路3
北京卫视,http://satellitepull.cnr.cn/live/wxbtv/playlist.m3u8$IPV4•线路4
北京卫视,http://124.116.183.146:9901/tsfile/live/0122_1.m3u8$IPV4•线路5
北京卫视,http://39.164.160.249:9901/tsfile/live/0122_1.m3u8$IPV4•线路6
北京卫视,http://223.105.252.8/PLTV/4/224/3221228115/index.m3u8$IPV4•线路7
北京卫视,http://58.57.40.22:9901/tsfile/live/1032_1.m3u8$IPV4•线路8
北京卫视,http://satellitepull.cnr.cn/live/wxbtv/playlist.m3u8$IPV4•线路9
北京卫视,http://124.116.183.146:9901/tsfile/live/0122_1.m3u8$IPV4•线路10
北京卫视,rtp://239.3.1.22:8001$IPV4•线路11
江苏卫视,http://39.164.160.249:9901/tsfile/live/0127_1.m3u8$IPV4•线路1
江苏卫视,http://223.105.252.8/PLTV/4/224/3221228099/index.m3u8$IPV4•线路2
江苏卫视,http://58.57.40.22:9901/tsfile/live/1031_1.m3u8$IPV4•线路3
江苏卫视,http://183.11.239.36:808/hls/38/index.m3u8$IPV4•线路4
江苏卫视,http://120.76.248.139/live/bfgd/4200000085.m3u8$IPV4•线路5
江苏卫视,http://39.164.160.249:9901/tsfile/live/0127_1.m3u8$IPV4•线路6
江苏卫视,http://223.105.252.8/PLTV/4/224/3221228099/index.m3u8$IPV4•线路7
江苏卫视,http://58.57.40.22:9901/tsfile/live/1031_1.m3u8$IPV4•线路8
江苏卫视,http://183.11.239.36:808/hls/38/index.m3u8$IPV4•线路9
江苏卫视,http://120.76.248.139/live/bfgd/4200000085.m3u8$IPV4•线路10
江苏卫视,rtp://239.3.1.113:3003$IPV4•线路11
安徽卫视,http://39.164.160.249:9901/tsfile/live/0130_1.m3u8$IPV4•线路1
安徽卫视,http://58.57.40.22:9901/tsfile/live/1033_1.m3u8$IPV4•线路2
安徽卫视,http://124.116.183.146:9901/tsfile/live/0130_1.m3u8$IPV4•线路3
安徽卫视,http://222.134.245.16:9901/tsfile/live/0130_1.m3u8$IPV4•线路4
安徽卫视,http://183.11.239.36:808/hls/40/index.m3u8$IPV4•线路5
安徽卫视,http://39.164.160.249:9901/tsfile/live/0130_1.m3u8$IPV4•线路6
安徽卫视,http://58.57.40.22:9901/tsfile/live/1033_1.m3u8$IPV4•线路7
安徽卫视,http://124.116.183.146:9901/tsfile/live/0130_1.m3u8$IPV4•线路8
安徽卫视,http://222.134.245.16:9901/tsfile/live/0130_1.m3u8$IPV4•线路9
安徽卫视,http://183.11.239.36:808/hls/40/index.m3u8$IPV4•线路10
安徽卫视,rtp://239.3.1.211:8064$IPV4•线路11
重庆卫视,http://36.32.174.67:60080/newlive/live/hls/34/live.m3u8$IPV4•线路1
重庆卫视,http://124.116.183.146:9901/tsfile/live/0142_1.m3u8$IPV4•线路2
重庆卫视,http://183.11.239.36:808/hls/53/index.m3u8$IPV4•线路3
